PCF ID,Hierarchy ID,Name,Difference Index,Change Details,Metrics Available?,Element Description
20620,8.1.3.3,Determine IT performance indicators,0,,N,"Determining IT KPIs crucial to the organization's success. Measure indicators such as IT costs as percentage of revenue, IT maintenance ratio, and system downtime in an effort to evaluate the performance of IT across the organization."
20621,8.1.3.4,Create IT marketing messages,0,,N,"Developing concise statements that position the value proposition around the pressing concerns of the internal IT user base, thereby showing how the IT offerings are the right fit for a segment of IT customers. "
20622,8.1.3.5,Create IT service marketing plan,0,,N,Creating a marketing strategy for IT offerings to customers. Plan processes for making budgets; identifying and developing media; and managing marketing content and promotional activities.
20623,8.1.4,Provide IT transformation guidance,0,,N,Understanding the necessity of IT transformation for the business. This is inclusive of all forms of new and evolving technology such as artificial intelligence (AI). Collect and analyze customer requirements. Identify opportunities and prioritize outcomes. Develop and support business case for transformation. Develop transformation plan and roadmap. 
20624,8.1.4.1,Develop IT transformation plans,0,,N,"Developing a robust plan to replace or upgrade an organization's information technology systems. Understanding the business need of IT transformation from current to an expected state for the business. Developing a strategic plan for IT operating model, governance, service delivery, and workforce transformation."
20625,8.1.4.2,Collect IT customer requirements,0,,N,Identifying existing or potential IT gaps between the expected business performance levels and current business outcomes.
20937,8.1.4.3,Analyze IT customer requirements,0,,N,Assessing identified IT gaps to plan for remediation efforts to allow outcomes to meet established performance levels.
20626,8.1.4.4,Identify and prioritize IT opportunities,0,,N,"Identifying IT opportunities on the basis of collection and analysis of IT customer requirements, then prioritize the identified IT opportunities on the basis of their importance."
20627,8.1.4.5,Facilitate solution design activities,0,,N,Providing a plan of action to provide solution to IT customers. The solution design should be based on the collection and analysis of IT customer requirements.
20628,8.1.4.6,Prioritize IT outcomes,0,,N,"Prioritizing IT outcomes based on need, effectiveness, and efficiency."
20629,8.1.4.7,Develop business cases,0,,N,"Create a business case with value proposition indicating current situation, proposed solution, financial analysis, and measurable benefits to the IT customers."
20630,8.1.4.8,Support business case,0,,N,"Supporting business case with supporting research, business analysis, and background information on IT transformation."
20631,8.1.4.9,Develop transformation roadmap,0,,N,Creating a blueprint for execution of IT transformation from the existing state to the planned organizational structure based on the value proposition and projected business growth.
20632,8.1.5,Develop and manage IT service levels,0,,N,"Establishing and maintaining service levels for the provision of IT services and solutions. Design and maintain the IT services and solution catalogue, as well as service level agreements. Evaluate the performance of IT service level agreements. Communicate the results to the management."
20633,8.1.5.1,Understand IT service requirements,0,,N,Understand requirements related to information technology services considering enterprise-level effects and understand potential achievements in the business environment.
20634,8.1.5.2,Forecast IT service demand,0,,N,"Forecasting demand for IT services using current business growth, research, and customer feedback. Refine these forecasts, inspect the approach used in creating forecasts, and determine its accuracy."
20635,8.1.5.3,Maintain IT services catalog,0,,N,"Maintain information about IT deliverables, prices, contact points, and processes for requesting a service."
20636,8.1.5.4,Define service level agreement,0,,N,Designing and maintaining commitment of service by performance evaluation of IT services and communicate the results to the management.
20637,8.1.5.5,Maintain IT customer contracts,0,,N,"Maintaining and documenting commitment of service to staff for information technology contracts including providing software or hardware solution through communication channels like phone, email, and on-site services."
20638,8.1.5.6,Negotiate and establish service level agreements,0,,N,"Establish a service level agreement, which is a negotiated agreement designed to create a common understanding about services, priorities, and responsibilities."
20640,8.1.5.7,Develop and maintain improvement processes,0,,N,Conveying the improvement opportunities for the business and level of IT services. Leverage the results obtained from the performance metrics of the business and IT service levels to identify and recognize any opportunities that would improve or enhance the efficiency of the business and IT service-level structure. Communicate these opportunities to management in order for the improvements to take effect.
20641,8.1.6,Manage IT customer relationships,0,,Y,"Managing the IT relationship with its customers by systematically coordinating interactions over multiple touch points on a regular basis. Coordinate the IT's efforts to reach out to its customers, which include emails, social-media interactions, newsletters, and direct conversations."
20642,8.1.6.1,Establish relationship management mechanisms,0,,N,Create mechanisms for effective public relationship in order to preserve the image and goodwill of the organization through the process.
20643,8.1.6.2,Understand IT customer strategy,0,,N,"Understanding the strategy for staff dependent on information technology. Create a plan to create services and solutions, conduct daily operations, and train new employees."
20644,8.1.6.3,Understand IT customer environment,0,,N,"Understanding the environment of staff dependent on information technology. Assess and evaluate services and solutions used by customers to conduct daily operations, and train new employees."
20645,8.1.6.4,Communicate IT capabilities,0,,N,Conveying the goals and objectives of the IT function and how it contributes to the overall business objectives to staff and departments across the organization.
20646,8.1.6.5,Manage IT requirements,0,,N,"Managing the IT requirements for business objectives. Identify the requirements of hardware and software equipment to store, retrieve, transmit, and manipulate data related to business operations. Consider factors such as functional, design, growth phases, and delivery schedule while managing IT requirements."
20648,8.1.7,Analyze service performance,0,,Y,Proactively manage IT service levels against IT customer requirements.
20649,8.1.7.1,Assess SLA compliance,0,,N,Gather data from each service target defined in an SLA for a time segment or review period to evaluate an overall performance percentage.
20650,8.1.7.2,Triage SLA compliance issues,0,,N,Prioritizing SLA compliance issues and plan for remediation.
20647,8.1.7.3,Collect feedback about IT products and services,0,,N,"Collecting customer feedback about IT products and services effectiveness based on overall satisfaction. The data is collected through surveys, customer responses, and feedbacks based on the delivered products/services."
20938,8.1.7.4,Synthesize and distribute IT performance information,0,,N,Providing stakeholders with collected IT performance measures for further development based on evaluation.
20652,8.2,Develop and manage IT business strategy,0,,Y,Handling the business of IT. Create a organization-wide strategy for the IT function. Define the organization's IT architecture. Manage the IT portfolio. Research and innovate in the field of IT. Assess and convey the performance and the value of the IT function.
20653,8.2.1,Define business technology and governance strategy,0,,N,"Defining the need of technology in business and systematic implementation of IT investments. This is inclusive of all forms of new and evolving technology such as artificial intelligence (AI). It comprises of assessing competitive technology components to ensure structural analysis, development, usage and security of technology for efficient business operations."
20654,8.2.1.1,Build and maintain IT strategic intelligence,0,,N,"Building and maintaining intelligence towards changing organizational goals, supporting management, and operational or functional levels of the business. It is the ability to understand business trends that present threats or opportunities for IT in an organization."
20655,8.2.1.2,Monitor and map current and emerging technologies,0,,N,Monitoring and evaluating existing and forthcoming technologies to meet the current and future growth plans for business operations.
20656,8.2.1.3,Define and communicate digital transformation strategy,0,,N,"Defining the integration of digital technology into business operations and service delivery, and convey the strategy to different segments of business. It is always backed by continuous improvement followed by periodic review and change per requirement of the business."
20657,8.2.1.4,Develop IT strategic alignment,0,,N,Developing the process of aligning the organization's business divisions and staff members with the organization's planned objectives for IT.
20658,8.2.1.5,Articulate IT alignment principles,0,,N,Systematic approach to clearly communicate and operate the usage of information technology as it relates to business objectives.
20659,8.2.1.6,Maintain IT strategic alignment,0,,N,Maintaining alignment of the organization's business divisions and staff members with the organization's planned objectives for IT.
20660,8.2.2,Manage IT portfolio strategy,0,,Y,"Strategy for systematic management of IT investments, projects, and activities. Analyze and examine the value of the IT portfolio and allocate resources based on business objectives."
20661,8.2.2.1,Establish and validate IT value criteria,0,,N,"Create and certify the standards to determine the value of the investments, projects, and activities of IT function for the overall business objectives."
20662,8.2.2.2,Determine IT portfolio investment balance,0,,Y,"Determining the uninvested amount out of the total approved amount for overall IT management, IT investments, projects, and activities."
20663,8.2.2.3,Evaluate proposed IT investment projects,0,,Y,"Evaluating IT investment projects to achieve overall business objectives in regard to implementation, efficiency, and profitability."
20664,8.2.2.4,Prioritize IT projects,0,,N,Listing the IT projects in the order of most important to the least. Determining which of many IT projects are most important or critical to business operations.
20665,8.2.2.5,Align IT resources to strategic priorities,0,,N,"Aligning physical IT resources like software, IT infrastructure, networks, and non-physical resources like technology expertise, to strategic objectives ranked by their importance in achieving the strategic goals."
20667,8.2.2.6,Align IT portfolio to business objectives,0,,N,"Aligning IT investments, projects, and activities to achieve overall business objectives."
20668,8.2.3,Define and maintain enterprise architecture,0,,Y,Outlining and maintaining the organization's IT architecture. Establish the IT architecture definition and framework. Ensure the relevance of IT. Create and confirm the approach for IT maintenance. Create rules and regulations to guide IT architecture. Authenticate and finalize all IT related research and innovation that takes place within the organization.
20670,8.2.3.1,Create and publish enterprise architecture principles,0,,N,"Creating and publishing high level statements of the fundamental values (principles) based on the organization's objectives that guide Information Technology decision-making and activities, and are the foundation for enterprise architecture."
20671,8.2.3.2,Establish and operate enterprise architecture governance,0,,N,"Establishing and operating a structure by which an enterprise defines appropriate strategies and ensures development alignment with those strategies. Create and establish the rules, regulations, policies, and standards that will govern the individual components of the IT architecture, as well as the architecture in its entirety."
20672,8.2.3.3,Research technologies to innovate IT services and solutions,0,,N,Systematically investigating and studying materials and sources relevant to the IT function. Reach meaningful insights and conclusions in the form of new ideas and innovation for delivering IT services and solutions.
20673,8.2.3.4,Provide input to definition and prioritization of IT projects,0,,N,"Analyze the value driven through IT projects and redefine and/or reprioritize. Evaluate planning, organizing, and implementation of IT projects based on research outcomes and business objectives."
20674,8.2.4,Define IT service management strategy,0,,Y,"Defining perspective, position, plans, and patterns needed to execute designing, delivering, managing, and improving the way information technology is used within an organization."
20675,8.2.4.1,Establish IT service management strategy and goals,0,,N,"Implementing strategy for designing, delivering, managing, and improving the way information technology be used in the organization. The goal of IT Service Management is to ensure that the right processes, people, and technology are in place to meet business goals."
20676,8.2.4.2,Identify IT service operating and process requirements,0,,N,"Identifying operating and process requirement for designing, delivering, managing, and improving the way information technology be used in the organization."
20677,8.2.4.3,Define IT service catalog,0,,N,"Create and design an organized and curated collection of all IT-related services that can be performed by, for, or within the organization. "
20678,8.2.4.4,Establish IT service management framework,0,,N,"Create a layered structure for IT service management framework ensuring right processes, people, and technology are in place to meet business goals."
20679,8.2.4.5,Define and implement IT service management,0,,N,"Defining and implementing activities involved in designing, creating, delivering, supporting, and managing the lifecycle of information technology services within an organization."
20680,8.2.4.6,Define and deploy support service management process tools and methods,0,,N,"Establishing services for providing support to users of IT services and solutions. Define the plethora of services along with tools and methods by which the organization assists users of computers, software products, or other electronic/mechanical products."
20681,8.2.4.7,Monitor and report IT performance,0,,N,"Supervising, analyzing, and reporting performance of information technology to ensure they are on-course and on-schedule in meeting the organizational objectives and performance targets."
20682,8.2.5,Control IT management system,0,,Y,"Regulating the IT management system through performance measures, governance, analysis, and monitoring through a variety of analytic tools. Evaluate IT finances, resource, services, projects, and value for report out. "
20683,8.2.5.1,Determine IT performance measures,0,,N,"Determining measures for evaluating the performance of IT services in the organization. Establish key performance indicators, including the IT services performance index."
20684,8.2.5.2,Define IT control points and assurance procedures governance model,0,,N,Establishing a governance model with its own structure and functions from where full or partial control can be exercised over the entire IT management system. Specify evaluation and quality control procedures in the structure.
20685,8.2.5.3,Monitor and analyze overall IT performance,0,,N,"Monitoring and analyzing information technology performance measures to ensure timely completion, and that quality assurance is met at all steps of IT services."
20686,8.2.5.4,Monitor and analyze IT financial performance,0,,Y,"Checking and analyzing predetermined financial targets and timelines of IT management system. Monitoring their profitability, feasibility, and consistency. Study the revenues generated."
20687,8.2.5.5,Monitor and analyze IT value and benefits,0,,N,Examining and analyzing the value and benefits of IT service management to ensure benefits outweigh incurred costs.
20688,8.2.5.6,Optimize IT resource allocation,0,,N,Create process to assign and manage IT assets that support organization's strategic goals.
20689,8.2.5.7,Manage IT projects and services interdependencies,0,,N,"Manage capabilities required for the successful delivery of information technology projects, which, by extension, affect the success of the overall IT services."
20690,8.2.5.8,Report IT service and project performance,0,,N,"Process of collecting, analyzing, and reporting information regarding the performance of IT services and projects. "
20692,8.2.5.9,"Select, deploy, and operate IT performance analytics tools",0,,N,"Select, establish, and operate analytics tool to analyze data and extract actionable and commercially relevant information on IT performance to evaluate or increase performance."
20693,8.2.6,Manage IT value portfolio,0,,Y,"Creating and establishing the value portfolio. Defining, analyzing, and examining the value of projects, investments, and activities of the IT function."
20694,8.2.6.1,Assess performance against IT service and project value criteria,0,,N,Process of evaluating performance to collect and analyze IT services and projects. Ensure expected IT service and project value based on established criteria.
20695,8.2.6.2,Quantify value of IT service and project portfolio investments,0,,N,"Evaluate the value of the investments, projects, and activities of IT function by assigning it a quantifiable value with a profitable return to business operations."
20696,8.2.6.3,Communicate business technology value contribution,0,,N,Conveying the value addition through adopting technology targeting towards integrated profitable business operations.
20697,8.2.6.4,Determine and implement IT portfolio adjustments,0,,N,"Determining and implementing IT investments, projects, and activities based on trending technological advancements in the existing environment in order to achieve overall business objectives."
20699,8.2.7,Define and manage technology innovation,0,,Y,Outline and manage the innovation of technology within the organization. This is inclusive of all forms of new and evolving technology such as artificial intelligence (AI). Research and understand emerging future technological concepts and capabilities. Plan for IT innovation investments. Plan and execute viable innovation projects.
20700,8.2.7.1,Establish selection criteria for research initiatives,0,,N,Establishing the standard for selecting IT research initiatives to align with organizational criteria for implementing future technologies.
20701,8.2.7.2,Analyze emerging technology concepts,0,,N,Assessing new and future technologies relevant to the organization's vision of its IT capabilities. 
20702,8.2.7.3,Identify technology concepts and capabilities,0,,N,Identification of conceptual elements that define the benefits of technology to business.
20703,8.2.7.4,Execute IT research projects,0,,N,Implement information technology research projects that focus on meeting the goals of the organization's IT services and capabilities.
20939,8.2.7.5,Evaluate IT research project outcomes,0,,Y,Assessing IT research projects based on defined outcome expectations. 
20704,8.2.7.6,Identify and promote viable concepts,0,,N,Determine project viability. Promote relevant IT innovations that meet business objectives.
20705,8.2.7.7,Develop and plan IT investment projects,0,,N,Develop and plan long-term allocation of funds for information technology endeavors to meet business goals.
20706,8.3,Develop and manage IT resilience and risk,0,,Y,"Develop and include the processes required to rapidly adapt and respond to any internal or external opportunity, demand, disruption, or threat to IT and cybersecurity. Build a dynamic, strategic, and integrated approach to managing IT and cyber risks, compliance obligations, and resilience, while ensuring alignment with global standards and frameworks."
20707,8.3.1,"Develop IT compliance, risk, and security strategy",0,,Y,"Ensuring that the organization effectively manages IT and cybersecurity risks by developing rules, standards, and strategies that safeguard the confidentiality, integrity, and availability of IT and OT assets. Establish compliance objectives, align with recognized cybersecurity frameworks, and integrate IT and OT risk management to create a unified approach."
20708,8.3.1.1,Determine and evaluate IT regulatory and audit requirements,0,,N,Determining and evaluating IT regulatory and audit requirements. Train employees on regulatory and audit requirements. Records for the appropriate regulatory and audit agencies must be maintained and the new product process must be approved by the appropriate regulatory body before it is published to the organization.
20940,8.3.1.2,Understand business unit risk tolerance,0,,N,"Understand the risk tolerance levels of individual business units, given risk-return trade-offs for one or more anticipated and predictable consequences."
20709,8.3.1.3,Establish IT risk tolerance,0,,N,"Determine the specific maximum risk to take in quantitative terms for each relevant risk sub-category, including strategic, operational, financial, and compliance risks."
20710,8.3.1.4,Establish risk ownership,0,,N,Establish an individual or a group who is ultimately accountable for ensuring that IT risks are managed appropriately. 
20711,8.3.1.5,Establish and maintain risk management roles,0,,N,Determine and maintain roles that are specialized in each risk areas and coordinating all risk management activities for IT function with due escalation structure. 
20712,8.3.1.6,Establish compliance objectives,0,,N,Establishing compliance objectives which ensures that the organization has systems of internal controls that adequately measure and manage IT risk.
20941,8.3.1.7,Identify systems to support compliance,0,,N,Identifying and adopting information technology solutions to support changing regulatory compliance. Safeguard compliance and manage risk by outlining the risk policies and procedures. 
20713,8.3.1.8,Identify and evaluate IT risk,0,,N,Developing a timely and continuous process to identify and evaluate activities that might hinder IT operations or an IT project's goals.
20714,8.3.1.9,Evaluate IT-related risks resiliency,0,,Y,Assess IT-related risk resilience strategies to ensure that the organization effectively manages its risk.
20715,8.3.1.10,Create IT risk mitigation strategies and approaches,2,"+21695, +21696",N,Developing activities to improve performance opportunities and lessen threats in IT. Evolve strategies and policies to attain organizational objectives.
21695,8.3.1.10.1,Align IT risk management with cybersecurity frameworks,1,NEW,N,"Include alignment with established cybersecurity frameworks like NIST CSF, ISO 27001, and ENISA risk management guidelines."
21696,8.3.1.10.2,Integrate IT and OT risk management strategies,1,NEW,N,Ensure risk management processes are extended to cover OT systems and environments.
20716,8.3.2,Develop IT resilience strategy,0,,Y,"Developing resilience strategies across IT and cybersecurity functions to proactively avoid risks and disruptions. Identify critical risks, prioritize them based on business needs, and establish mitigation approaches to ensure the organization’s ability to adapt and recover from cyber and IT-related threats. "
20717,8.3.2.1,Determine IT delivery resiliency,0,,N,Determining resilience strategies to ensure that IT effectively manages it's delivery process to mitigate risk.
20718,8.3.2.2,Determine critical IT risks,0,,N,"Determining risks that could disrupt objectives of IT including physical, security, data, network, and cybersecurity. "
20719,8.3.2.3,Prioritize IT risks,0,,N,Prioritize potential IT risks based on business need to ensure overall IT stability.
20720,8.3.2.4,Establish mitigation approaches for IT risks,0,,N,Establishing activities to improve opportunities and lessen threats for IT. 
20721,8.3.3,"Control IT risk, compliance, and security",0,,Y,"Ensuring effective control over IT and cybersecurity risks, compliance obligations, and security measures. Formulate and execute guidelines in line with regulatory bodies and organizational security objectives. Implement proactive measures such as threat intelligence, vulnerability management, and OT-specific controls to safeguard the organization’s IT and OT environments. This is inclusive of all forms of new and evolving technology such as artificial intelligence (AI). "
20722,8.3.3.1,Evaluate enterprise regulatory and compliance obligations,0,,N,"Evaluation of dynamic, strategic, and integrated approach to manage regulatory requirements and compliance obligations."
20723,8.3.3.2,Analyze IT security threat impact,0,,N,Analyzing the impact of threats to critical IT assets across different departments and functions in the organization in terms of quantifiable results.
20724,8.3.3.3,Create and maintain IT compliance requirements,0,,N,"Develop and maintain IT compliance standards. Maintaining requirements set forth by such directives as GRCP, PMI RMP, CGRC, CGEIT, CRMA."
20942,8.3.3.4,"Create and maintain IT security policies, standards, and procedures",0,,N,"Develop and maintain an architecture for securing and ensuring the privacy of data flows throughout the organization. Create, test, evaluate, and implement IT security policies to ensure the safe use of IT services and solutions."
20725,8.3.3.5,Develop and deploy risk management training,0,,N,"Develop and implement training in regard to managing IT risks, understanding criticality, impact, and opportunities associated with business objectives."
20726,8.3.3.6,Establish risk reporting capabilities and responsibilities,0,,N,Establishing processes to communicate IT risk to the organization.
20727,8.3.3.7,Establish communication standards,0,,N,Establishing standards for communications within the organization which creates the road map for successful understanding of strategic initiatives for both business units and information technology services.
20728,8.3.3.8,Conduct IT risk and threat assessments,0,,N,"Evaluate IT risk and threat assessments by way of IT assets, information security, and breach points within the organization."
20729,8.3.3.9,Monitor and manage IT activity risk,0,,N,Monitoring and managing risks related to IT adoption within the organization.
20730,8.3.3.10,"Identify, supervise and monitor IT risk mitigation measures",0,,N,Identifying and supervising a blueprint of measures for managing risk in IT. Monitor actions to enhance opportunities and reduce threats to project objectives.
20731,8.3.4,Plan and manage IT continuity,0,,Y,"Planning and managing the organization’s ability to recover from exposure to internal and external threats, with a focus on IT and cybersecurity. Ensure that continuity plans address cyber-specific scenarios, including ransomware attacks and other evolving threats, while maintaining uninterrupted operations of critical IT and OT services. "
20732,8.3.4.1,Evaluate IT continuity,0,,N,Evaluating IT business needs and IT's ability to recover from internal or external threat exposure.
20733,8.3.4.2,Identify IT continuity gaps,0,,N,Identifying the limitations of the IT organization's ability to remediate disruptions in IT services.
20734,8.3.4.3,Manage IT business continuity,0,,N,"Integrating the disciplines of Emergency Response, Crisis Management, Disaster Recovery (technology continuity) and Business Continuity for IT."
20735,8.3.5,"Develop and manage IT security, privacy, and data protection",0,,Y,"Creating and deploying an architecture for securing and ensuring the privacy of data flows throughout the organization. Develop and implement protocols and policies to protect IT and OT environments, aligned with global standards. Incorporate modern security paradigms, such as Zero Trust Architecture, to ensure the safe use of IT services and solutions."
20736,8.3.5.1,Assess IT regulatory and confidentiality requirements and policies,0,,N,"Evaluate principles or rules employed in controlling, directing, or managing IT services. Assessing requirements and policies related to confidentiality."
20737,8.3.5.2,"Create IT security, privacy, and data protection risk governance",0,,N,Defining and managing organization's approach to governing IT security and ensuring the privacy of data flows throughout the organization. Establish and manage tools to support the governance process in order to avoid misuse of information and breach of organizational privacy.
20738,8.3.5.3,"Define IT data security and privacy policies, standards, and procedures",0,,N,"Outlining and establishing policies, regulations, standards, and procedures for IT data security and privacy."
20739,8.3.5.4,Review and monitor physical and logical IT data security measures,0,,N,"Identifying, examining, and reviewing physical and logical IT data security measures such as hardware security (smart cards), cryptographic protocols, and access control."
20740,8.3.5.5,Review and monitor application security controls,0,,N,"Identifying, examining, and reviewing security control for IT applications. Test, analyze, and implement security protocols in order to safeguard IT applications."
20741,8.3.5.6,Review and monitor IT physical environment security controls,0,,N,"Identifying and examining security controls for physical environment of information technology such as business facilities, equipment, and resources."
20742,8.3.5.7,Monitor/analyze network intrusion detection data and resolve threats,0,,N,Monitoring and evaluating network intrusion detection for any malicious activity or policy violations. Identify the gaps in order to resolve threats and enhance existing network security.
20743,8.3.6,Conduct and analyze IT compliance assessments,0,,N,Evaluate and analyze the IT environment for the compliance of industry regulations and government legislation. Ensure that IT capability and resources meet the set standards.
20744,8.3.6.1,Conduct projects to enhance IT compliance and remediate risk,0,,N,"Conducting projects in order to enhance set standards, established guidelines, and risk preventive measures for IT risk and resilience. "
20745,8.3.6.2,Conduct IT compliance control auditing of internal and external services,0,,N,Examine compliance control systems and tools implemented for internal and external IT services.
20746,8.3.6.3,Perform IT compliance reporting,0,,N,"Execute IT compliance reporting in order to review processes, standards, regulations, and laws are followed as laid out by the regulatory bodies."
20747,8.3.6.4,Identify and escalate IT compliance issues and remediation requirements,0,,N,Identify and escalate issues related to IT compliance to ensure that corrective measures are taken.
20748,8.3.6.5,Support external audits and reports,0,,N,Supporting audits and reports through external resources. This process requires the organization to follow all the regulations set forth by external auditors.
20749,8.3.7,Develop and execute IT resilience and continuity operations,0,,N,"Create and execute a process to rapidly adapt and respond to any internal or external opportunity, demand, disruption, or threat in IT. Maintain continuous IT operations to protect employees, assets, and overall brand equity."
20750,8.3.7.1,Conduct IT resilience improvement projects,0,,N,Conducting projects to improve the strategy and process for rapidly adapting to any threat in IT.
20751,8.3.7.2,"Develop, document, and maintain IT business continuity planning",0,,N,"Develop, document, and maintain plans to ensure uninterrupted operations of critical IT services (for example, ransomware recovery). Determine resources such as specialized personnel, equipment, support infrastructure, third-party access, legal and financial aspects."
20752,8.3.7.3,Implement and enforce change control procedures,0,,N,Implement and enforce procedures and policies in order to control changes in IT services and solutions. Manage changes in a rational and predictable manner for optimum resource utilization.
20753,8.3.7.4,Execute recurring IT service provider business continuity,0,,N,Review and implement resources (including external parties) necessary to support uninterrupted operations of critical IT services. 
20754,8.3.7.5,Provide IT resilience training,0,,N,Conduct and manage employee training programs on IT resilience so that prospective risks can be avoided.
20755,8.3.7.6,Execute recurring IT business operations continuity,0,,N,Implement regular resources supporting uninterrupted operations of critical IT services. 
20756,8.3.8,Manage IT user identity and authorization,0,,N,"The process of identifying, authenticating, and authorizing IT users to have access to applications, systems, IT components, or networks by associating user rights and restrictions with established identities."
20757,8.3.8.1,Support integration of identity and authorization policies,0,,N,Create and implement policies that integrate authorization policies with authorized profiles of users meant to access network resources.
20758,8.3.8.2,Manage IT user directory,0,,N,Managing directory of user profiles and access requirements across different levels in the organization's IT network.
20759,8.3.8.3,Manage IT user authorization,0,,N,"Managing the process of authorizing IT users to access applications, systems, IT components, or networks by associating user rights. "
20760,8.3.8.4,Manage IT user authentication mechanisms,2,"+21691, +21692",N,Create and manage the process to authenticate IT users from user directory based on the internal policies.
21691,8.3.8.4.1,Implement multi-factor authentication (MFA),1,NEW,N,Adopting MFA to ensure secure user authentication across all systems.
21692,8.3.8.4.2,Implement identity federation and single sign-on (SSO),1,NEW,N,Integrating identity federation and SSO solutions to enhance user experience and security.
20761,8.3.8.5,Audit IT user identity and authorization systems,0,,N,Examine the processes responsible for reviewing IT user identity and authorization.
20762,8.3.8.6,Respond to IT information security and network breaches,0,,N,"Address any form of unauthorized network breach such as unauthorized access or usage of data, applications, services, networks, and/or devices. Identify the root cause and take corrective measures to resolve the breach."
20763,8.3.8.7,Conduct penetration testing,0,,N,Conduct penetration testing (pen test) through an authorized stimulated attack to identify security weakness in an IT environment by evaluating the system or network with various harmful techniques.
20764,8.3.8.8,Audit integration of user identity and authorization systems,0,,N,Reviewing the processes responsible for integration of user identity and access authorization in order to confirm that all the required regulations are followed.
20765,8.4,Manage information,0,,Y,Creating strategies to manage the organization's information and content. Outline the architecture for information. Administer information resources. Administer the management of data and content. 
20766,8.4.1,Define business information and analytics strategy,0,,N,"Create an organization-wide strategy for the IT function by combining skills, technologies, applications, and processes in order to attain organizations objectives. This is inclusive of all forms of new and evolving technology such as artificial intelligence (AI)."
20767,8.4.1.1,"Establish data, information, and analytic objectives",0,,N,Implementing strategies for securing and ensuring the privacy of data flows throughout the organization. Create protocols and guidelines for individual IT components. Outline analytic objectives in order to avoid misuse of information. 
20768,8.4.1.2,"Establish data, information, and analytic governance",0,,N,"Creating a set of guidelines that ensure effective and efficient use of IT. Define data, information, and analytic governance to reach the organization's goal."
20769,8.4.1.3,Access IT data/analytic capabilities,0,,N,Determining the request for data accessibility and analysis. Review the details based on internal data security policies and permit data access only if internal policies and data access parameters are met.
20770,8.4.2,Define and maintain business information architecture,0,,Y,"Creating strategies to manage the organization's information and content. Outline the architecture for information collection and communication. Administer information resources, data management and content."
20771,8.4.2.1,Determine enterprise business information requirements,0,,N,Determining strategies to manage the enterprise wide flow of business information and content. Outline the required architecture for information resources.
20772,8.4.2.2,Define enterprise data models,0,,N,"Define different ways of representation, usage, and identification of data with independent or interdependent sources across the organization."
20773,8.4.2.3,Identify and understand external data sources,0,,N,"Identifying and understanding external sources of data in relevance of reliability, security, and authenticity."
20774,8.4.2.4,Establish data ownership and stewardship responsibilities,0,,N,"Establishing entities responsible for data accuracy, integrity, and timeliness that can authorize or deny access to certain data. Develop data utilizing governance processes to ensure fitness of data elements."
20775,8.4.2.5,Maintain and evolve enterprise data and information architecture,0,,N,"Creating and maintaining the process of designing, creating, deploying, and managing strategies to maintain enterprise data and information architecture."
20776,8.4.3,Define and execute business information lifecycle planning and control,0,,N,Develop and implement strategies to plan and manage the flow of an information system's data from creation and initial storage to the time when it becomes obsolete and deleted.
20777,8.4.3.1,"Define and maintain enterprise information policies, standards, and procedures",0,,N,"Outlining and establishing policies for information and setting information standards and procedures. Establish policies to regulate the creation, use, storage, access, communication, and dissemination of information."
20778,8.4.3.2,Implement and execute data administration responsibilities,0,,N,"Implementing and executing strategies for processes and technologies that support the collection, managing, and storing of data."
20779,8.4.4,Manage business information,0,,N,Creating strategies to administer information and content. Understand the needs of the organization for information and content management. Realize the role of IT services for implementing the overall business strategy. Assess the implications of new technologies for managing information and content. Identify and prioritize the most effective and efficient actions for managing information and content.
20780,8.4.4.1,Monitor and control business information,0,,N,"Defining the rules, diction, and logic that make up the framework of the organization's information architecture. Monitoring and controlling information attributes that flow through the IT framework."
20781,8.4.4.2,Maintain business information feeds and repositories,0,,N,"Maintain information feedstock along with IT hardware and software needed for storage, access, and retrieval of business information."
20782,8.4.4.3,Perform internal usage audits,0,,N,Verification of information access and usage through regular reports on organizational performance.
20783,8.4.4.4,Implement and administer business information access,0,,N,"Implement and manage the process for accessing information including issues related to copyright, open source, privacy, and security."
20784,8.5,Develop and manage services/solutions,0,,Y,Designing and maintaining the IT services/solutions catalogue. Evaluate the performance of IT services/solutions. Communicate the results to the management.
20785,8.5.1,Develop service/solution and integration strategy,0,,N,Developing service/solution along with creating a strategy that provides a base for delivering service/solution aligned with overall business needs. This is inclusive of all forms of new and evolving technology such as artificial intelligence (AI). Conduct research within the services/solutions field for development and integration.
20786,8.5.1.1,Determine IT service/solution development,0,,N,Determining the development of IT service/solution. Analyze the pros and cons of IT service/solution and it's methods on the basis of their cost effectiveness and development value.
20787,8.5.1.2,Define IT service/solution development processes/standards,0,,N,"Establishing the methods and processes as the foundation for developing new IT platforms, components, software, and explore new standards for better IT usage in the organization."
20788,8.5.1.3,"Identify, deploy, and support development methodologies and tools",0,,N,Identifying and implementing techniques and tools for development based on overall value addition to the IT environment.
20789,8.5.1.4,Establish service component criteria,0,,N,Establishing standards for selection of IT service components.
20790,8.5.1.5,Understand and select reusable service components,0,,N,Understanding and selecting reusable service components so that they can be cost-effective and efficient.
20791,8.5.1.6,Maintain service component portfolio,0,,N,"Creating and establishing service component portfolio by defining investments, and activities. Analyze and examine the value of the service component portfolio, and allocate resources towards it."
